34,36,38,40,44,46,48,50,66,68,70,72,82,84,86,98,100,106,110,112,116,120,128,130,132,136,138,142,144,148,152,156,158,160,164,170,172
0,0,0,0,100,0,0,0,45,0,0,0,0,0,0,0,0,18,0,55,50,0,47,0,0,0,70,57,49,1,49,54,61,44,52,41,50
100,0,52,0,24,0,51,0,100,0,0,40,0,0,0,100,0,0,0,49,0,0,100,47,44,51,28,49,49,41,8,100,0,47,53,9,41
26,0,0,0,0,100,0,0,30,49,0,0,100,0,58,27,45,0,0,0,100,57,20,53,42,100,0,42,0,100,46,9,29,45,54,21,43
0,100,0,50,0,27,0,47,0,100,0,0,51,0,0,48,100,0,100,0,43,56,0,100,50,0,48,100,61,49,59,52,100,0,100,11,9
0,21,0,0,0,0,100,0,0,23,46,0,0,100,0,54,26,100,56,0,50,45,41,25,49,0,100,48,50,52,32,42,12,19,53,100,20
0,0,100,0,0,0,29,0,0,0,100,0,46,54,0,0,60,32,0,100,52,0,0,0,100,52,0,24,100,56,45,13,53,100,54,45,13
0,0,30,0,0,0,0,100,0,0,18,55,0,0,100,0,38,0,0,60,0,100,0,50,29,36,0,0,50,0,100,52,46,9,48,28,100
0,0,0,100,58,0,0,30,50,0,0,100,0,49,59,0,0,0,0,0,0,43,40,0,0,37,50,52,25,53,45,57,11,45,0,54,45
