36,42,44,54,56,58,60,64,74,78,80,84,90,92
0,0,0,100,0,0,0,49,12,24,43,32,20,68
0,0,0,0,0,0,0,100,18,0,0,0,18,20
100,0,0,0,100,0,0,0,8,27,25,52,25,20
26,0,0,0,0,0,0,0,12,100,0,100,12,14
41,100,0,0,0,100,0,0,100,7,28,61,100,25
0,0,0,0,0,0,0,0,53,13,100,0,57,15
0,0,100,48,0,0,100,0,6,3,10,20,27,100
0,0,0,0,0,0,0,0,55,13,49,0,0,54
