10,12,14,16,42,44,46,48,58,60,62,64,68,70,72,76,78,80,100,102,112,122,124,130,134,136,138,162,164,166,176,190,192,194,196
100,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,55,0,50,0,58,0,100,50,0,46,100,24,49,71
28,0,0,0,26,53,0,0,100,0,59,0,23,0,48,46,0,0,19,53,0,100,0,0,53,53,51,30,27,46,13,72,48,24,55
0,100,0,0,0,100,0,0,55,0,0,0,0,100,0,100,0,0,0,100,0,54,53,0,100,0,52,0,100,54,0,20,100,21,53
0,22,0,0,0,29,54,0,0,100,0,54,0,25,0,23,56,0,0,33,0,55,100,54,80,45,50,55,24,16,41,46,76,55,31
0,0,100,0,0,0,100,0,0,50,0,0,0,0,100,0,100,0,0,0,50,61,49,100,45,100,0,0,0,100,52,50,23,100,27
0,0,26,0,0,0,27,50,0,0,100,0,0,0,35,46,22,45,53,0,54,0,44,27,0,78,53,30,49,23,13,45,44,77,52
0,0,0,100,0,0,0,100,0,0,45,0,0,0,0,0,0,100,0,0,100,0,40,0,0,53,100,0,0,0,100,53,49,22,100
0,0,0,27,0,0,0,29,0,0,0,100,42,0,0,0,45,30,48,42,17,58,0,0,45,0,68,42,27,52,48,54,51,61,79
