44,46,48,50,76,78,80,84,90,94,96,98,112,122,126,128,130,140,142,144,146
100,0,0,0,100,0,41,0,62,0,50,0,51,56,53,46,49,43,53,56,42
17,0,0,0,67,52,0,0,51,0,52,0,100,46,0,48,51,100,49,61,32
0,100,0,0,24,100,0,100,0,0,0,52,0,9,53,47,45,63,58,44,53
0,28,0,0,0,87,57,22,0,100,0,48,62,14,100,0,49,40,100,47,48
0,0,100,0,0,18,100,51,100,43,0,0,54,100,58,54,43,41,68,42,51
44,0,24,0,0,0,74,0,0,47,100,0,82,53,50,100,0,51,30,100,53
0,0,0,100,0,0,26,0,0,0,49,0,29,52,12,52,55,0,48,60,54
0,55,0,18,0,0,0,45,0,0,50,100,47,48,14,46,100,72,49,29,100
