0,42,44,46,48,52,54,56,58,74,76,78,80,88,90,92,94,106,108,114,118,120,124,126,128,136,138,140,144,146,150,152,156,158,160,164,166,168,172,178,180
0,0,0,0,0,100,0,0,0,52,0,0,0,100,0,47,0,42,0,64,0,54,50,45,0,51,54,0,0,52,0,47,24,46,47,20,45,47,27,44,55
0,100,0,50,0,25,0,52,0,100,0,0,53,42,0,0,0,100,0,0,0,45,0,49,0,100,54,47,51,30,48,52,46,47,15,100,0,54,43,14,47
0,34,0,0,0,0,100,0,0,18,42,0,0,0,100,0,47,29,49,0,0,0,100,52,48,24,48,50,100,0,47,0,100,29,47,11,26,48,50,27,49
0,0,100,0,51,0,27,0,53,0,100,0,0,49,46,0,0,53,100,0,100,0,42,0,49,0,100,47,0,57,100,50,52,50,54,44,100,0,100,16,13
0,0,23,0,0,0,0,100,0,0,26,46,0,0,0,100,0,52,19,100,48,0,48,100,49,48,25,48,0,100,44,41,56,100,30,47,11,23,48,100,26
0,0,0,100,0,0,0,21,0,0,0,100,0,0,51,56,0,0,54,26,0,100,40,44,0,0,0,100,50,0,24,100,48,58,54,13,47,100,45,57,13
100,0,0,27,0,0,0,0,100,0,0,25,53,0,0,0,100,0,49,0,0,57,0,57,100,0,63,23,45,0,0,48,0,48,100,45,51,10,50,22,100
24,0,0,0,100,49,0,0,25,49,0,0,100,0,0,52,60,0,0,0,0,0,0,62,45,50,0,0,64,52,48,27,49,56,56,52,20,55,0,48,46
