52,54,56,60,66,68,78,80,82,86,98,102,104,108,114,116
0,0,47,0,0,0,100,0,27,0,92,58,57,33,31,53
100,0,0,0,49,0,0,0,0,0,52,0,0,0,11,75
21,0,0,100,0,0,0,100,0,41,11,26,51,48,51,43
0,100,0,17,0,46,0,0,0,100,13,100,0,100,13,19
0,22,0,58,100,0,0,0,100,32,100,85,28,55,100,56
0,0,100,0,0,0,0,0,0,0,46,53,100,0,53,10
0,0,20,0,0,100,56,0,0,0,4,6,90,48,30,100
0,0,0,0,0,0,0,0,0,0,49,12,50,0,0,61
