36,38,40,44,50,52,62,64,66,70,82,86,88,92,98,100
0,0,46,0,0,0,100,0,27,0,90,51,59,36,35,51
100,0,0,0,47,0,0,0,0,0,46,0,0,0,12,77
33,0,0,100,0,0,0,100,0,51,8,20,51,53,51,37
0,100,0,14,0,58,0,0,0,100,14,100,0,100,14,14
0,21,0,58,100,0,0,0,100,35,100,87,30,48,100,46
0,0,100,0,0,0,0,0,0,0,52,50,100,0,54,14
0,0,28,0,0,100,45,0,0,0,2,4,95,56,33,100
0,0,0,0,0,0,0,0,0,0,46,11,46,0,0,58
