34,60,62,64,82,94,96,100,106,110,112,114,124,128,138,142,144,152,158,160
0,100,0,0,0,0,44,0,42,0,46,0,50,50,49,56,56,42,53,49
0,30,0,0,0,52,0,0,60,0,53,0,75,100,46,0,42,41,55,46
0,0,100,0,0,100,0,100,0,0,0,42,22,0,13,46,51,0,47,48
0,0,24,0,0,70,45,20,0,100,0,43,50,59,10,100,0,69,100,48
0,0,0,100,0,23,100,43,100,52,0,0,0,53,100,51,46,32,74,50
0,46,0,25,0,0,74,0,0,50,100,0,0,79,45,47,100,0,33,100
100,0,0,0,0,0,18,0,51,0,24,57,100,72,5,55,67,54,55,49
18,0,50,0,100,0,44,0,0,0,57,100,0,50,50,12,49,100,12,57
