26,28,30,32,58,60,62,64,74,76,78,80,84,86,88,92,94,96,116,118,128,138,140,146,150,152,154,178,180,182,192
100,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,48,0,47,0,54,0,100,49,0,53
27,0,0,0,25,43,0,0,100,0,43,0,19,0,46,49,0,0,24,49,0,100,0,0,50,52,59,26,29,48,15
0,100,0,0,0,100,0,0,47,0,0,0,0,100,0,100,0,0,0,100,0,51,40,0,100,0,51,0,100,52,0
0,26,0,0,0,25,45,0,0,100,0,44,0,32,0,29,47,0,0,23,0,49,100,40,80,48,63,50,27,28,47
0,0,100,0,0,0,100,0,0,53,0,0,0,0,100,0,100,0,0,0,51,59,50,100,52,100,0,0,0,100,43
0,0,22,0,0,0,29,54,0,0,100,0,0,0,26,50,25,56,49,0,48,0,42,21,0,73,50,16,47,27,11
0,0,0,100,0,0,0,100,0,0,50,0,0,0,0,0,0,100,0,0,100,0,50,0,0,52,100,0,0,0,100
0,0,0,28,0,0,0,21,0,0,0,100,57,0,0,0,56,26,51,51,21,56,0,0,44,0,73,60,28,46,53
