44,46,48,52,58,60,70,72,74,78,90,94,96,100,106,108
0,0,52,0,0,0,100,0,29,0,83,49,40,40,40,43
100,0,0,0,53,0,0,0,0,0,45,0,0,0,7,74
25,0,0,100,0,0,0,100,0,58,6,31,46,43,48,37
0,100,0,31,0,41,0,0,0,100,11,100,0,100,11,16
0,25,0,52,100,0,0,0,100,24,100,87,32,52,100,52
0,0,100,0,0,0,0,0,0,0,46,47,100,0,50,13
0,0,24,0,0,100,55,0,0,0,6,6,90,53,38,100
0,0,0,0,0,0,0,0,0,0,44,20,38,0,0,52
