52,54,56,58,84,86,88,92,98,102,104,106,120,130,134,136,138,148,150,152,154
100,0,0,0,100,0,57,0,44,0,48,0,50,41,47,48,55,52,47,44,47
25,0,0,0,80,42,0,0,53,0,49,0,100,49,0,57,44,100,52,51,23
0,100,0,0,19,100,0,100,0,0,0,47,0,7,49,47,51,59,47,50,54
0,20,0,0,0,78,44,19,0,100,0,51,45,17,100,0,49,34,100,48,52
0,0,100,0,0,26,100,54,100,49,0,0,52,100,47,45,46,51,69,53,44
58,0,25,0,0,0,81,0,0,45,100,0,70,50,37,100,0,56,26,100,48
0,0,0,100,0,0,24,0,0,0,50,0,29,58,6,50,46,0,51,64,60
0,50,0,26,0,0,0,48,0,0,45,100,54,45,9,57,100,71,50,27,100
