36,38,40,42,84,86,88,90,94,96,98,102,104,108,114,118,120,122,126,128,130,134,146,148,154,156,162,164
100,0,0,0,0,0,0,0,100,0,17,0,42,51,34,0,37,0,100,0,79,44,72,50,50,49,37,52
22,0,0,0,100,0,53,0,29,0,51,0,0,0,46,0,0,49,0,46,58,0,48,0,100,0,58,48
0,100,0,0,24,0,0,0,0,100,0,0,0,100,0,54,0,49,0,100,0,56,45,67,56,44,56,50
0,29,0,0,0,100,0,51,0,22,0,100,0,36,0,100,0,0,0,0,49,100,12,46,24,100,12,48
0,0,100,0,0,24,0,0,0,0,100,25,0,50,100,24,53,0,0,0,100,73,100,44,57,53,100,42
0,0,24,0,0,0,100,0,0,0,31,56,100,0,58,52,100,0,52,0,0,47,45,8,0,19,48,8
0,0,0,100,0,0,26,0,0,0,0,0,27,0,54,0,21,55,39,0,0,0,5,100,45,52,49,100
41,0,0,20,0,0,0,100,54,0,0,0,49,0,0,0,49,100,0,48,0,59,46,56,0,0,0,57
